Name,State,Year
"David Lee ""Star"" Johnson",Arizona,1944
Clarence N. Dotson,Arizona,1945
Mitchell Leroy Smith,Arizona,1946
Joe McDaniel,Arizona,1947
John D. Anderson,Arizona,1948
Sylvester Castillo Villa,Arizona,1948
"James Edward ""Ed"" Smith",Arizona,1948
Walter Henry Akers,Arizona,1948
Rupert M. Hopkins,Arizona,1950
Burtice W. Wickstrum,Arizona,1951
Walter H. Stewart,Arizona,1952
Jack R. Brierly,Arizona,1953
Carlos Escamilla,Arizona,1955
Gerald Barnes,Arizona,1957
Louis O. Cochran,Arizona,1958
Alfred Moore,Arizona,1965
Robert L. Dorn,Arizona,1965
Herman William Nofs,Arizona,1965
Richard Walter Kurth,Arizona,1965
James Stiner,Arizona,1967
"Robert Ray ""Bobby"" Walker",Arizona,1969
Paul E. Marston,Arizona,1969
Leroy Dale Brown,Arizona,1969
Dale Crist Stone,Arizona,1970
Albert Raymond Bluhm,Arizona,1970
Ronald Edward Adair,Arizona,1970
Gilbert A. Duthie,Arizona,1970
Kenneth D. Lindley,Arizona,1971
Warren LaRue,Arizona,1971
Don A. Beckstead,Arizona,1971
Clay Quincy Haywood,Arizona,1971
Rex Atwood Stone,Arizona,1971
James L. Keeton,Arizona,1971
Ralph K. Butler,Arizona,1972
Theodore J. Buckley,Arizona,1973
Frank Edwin Howard,Arizona,1973
Alan H. Hansen,Arizona,1973
Michael D. Hemschmeyer,Arizona,1973
Lloyd Donald Heilman,Arizona,1973
Dale E. Morey,Arizona,1973
Barry W. Headricks,Arizona,1974
James Michael Lewis,Arizona,1974
Paul W. Rast,Arizona,1975
Samuel Jaramillo,Arizona,1975
Gilbert Richard Chavez,Arizona,1975
John Franklin MacInnis,Arizona,1976
"Arthur Edward Del Gaudio, Jr.",Arizona,1976
Gregory A. Diley,Arizona,1977
James L. Epp,Arizona,1978
"Noah Mack Merrill, Jr.",Arizona,1978
John C. Walker,Arizona,1979
William H. Murie,Arizona,1980
James Anthony Smith,Arizona,1980
Allen Roe Severson,Arizona,1980
"Ignacio Gonzales ""Nacho"" Conchos",Arizona,1982
John B. Jamison,Arizona,1982
James W. Linder,Arizona,1982
Jeffrey H. Ross,Arizona,1982
"John R. Davis, Sr.",Arizona,1982
Thomas P. McNeff,Arizona,1983
Russell Lowell Duncan,Arizona,1983
Richard G. Stratman,Arizona,1983
Jeffrey Carl Brown,Arizona,1983
James Michael Young,Arizona,1983
Ernest Calvillo,Arizona,1983
Kevin W. Forsythe,Arizona,1984
John A. Robertson,Arizona,1984
Kenneth E. Campbell,Arizona,1984
Errol C. Hawkins,Arizona,1984
Robert L. Polmanteer,Arizona,1984
Patrick Lee Campbell,Arizona,1985
Darrell Dean McCloud,Arizona,1985
Joe Orduño,Arizona,1986
Randall W. Graves,Arizona,1986
Gary Alan Maas,Arizona,1986
Robert T. Fike,Arizona,1986
Richard C. White,Arizona,1987
George S. Covert,Arizona,1987
Steven Garibay,Arizona,1987
John Eaton Bradshaw,Arizona,1987
Bruce A. Petersen,Arizona,1987
Robert Lyle Hawk,Arizona,1988
Edward A. Rebel,Arizona,1988
Vernon P. Marconnet,Arizona,1988
James A. Ross,Arizona,1988
"Robert William Varner, Jr.",Arizona,1989
Willis Henry Gravell,Arizona,1989
Johnny E. Garcia,Arizona,1989
Danny L. Tunney,Arizona,1990
John M. Blaser,Arizona,1990
David George Gabrielli,Arizona,1990
Sandra JoAnn Bachman,Arizona,1990
Patrick O. Briggs,Arizona,1990
John Wayne Domblisky,Arizona,1990
Kevin Weadock Barleycorn,Arizona,1990
Manuel Hurtado Tapia,Arizona,1991
Leonard Leon Kolodziej,Arizona,1991
David Jon Zesiger,Arizona,1992
David Neal Wilson,Arizona,1992
Donald Gene Bookbinder,Arizona,1992
John Anthony Valenzuela,Arizona,1993
Robert K. Barchey,Arizona,1993
Mark Maynard Dryer,Arizona,1993
Estevan Ortiz Escobedo,Arizona,1994
Patrick Devon Thompson,Arizona,1994
Patrick Joseph Riley,Arizona,1994
Steven Paul Pollard,Arizona,1994
Robert K. Martin,Arizona,1995
Danny P. Elkins,Arizona,1995
Michael Lynn Crowe,Arizona,1995
Kenneth Ray Blair,Arizona,1995
Edwardo M. Gonzales,Arizona,1995
Charles Welch Lane,Arizona,1996
Brent W. Lumley,Arizona,1997
David Martin Kieffer,Arizona,1997
Douglas Edward Knutson,Arizona,1998
Juan Nieblas Cruz,Arizona,1998
James Robert Snedigar,Arizona,1999
Marc Todd Atkinson,Arizona,1999
Goelet Alessandro Carlo Beuf,Arizona,1999
Jeff Adam Moritz,Arizona,2000
Brett C. Buckmister,Arizona,2000
"Floyd James ""Skip"" Fink, Jr.",Arizona,2000
Jason Patrick Lopez,Arizona,2001
Michael Benjamin Meyer,Arizona,2001
Donald Lee Mauldin,Arizona,2002
Robert Joseph Nielsen,Arizona,2002
"Beryl Wayne Scott, Jr.",Arizona,2002
Thomas Alan Hontz,Arizona,2002
Shannon Douglas Russell,Arizona,2002
Patrick Kent Hardesty,Arizona,2003
Joseph Allen Goldsmith,Arizona,2004
Jason Alan Wolfe,Arizona,2004
Donald Ralph Schultz,Arizona,2004
Eric James White,Arizona,2004
Gabriel B. Saucedo,Arizona,2005
Paul Robert Salmon,Arizona,2005
Timothy David Graham,Arizona,2005
David Christopher Uribe,Arizona,2005
Gary Frederick Labenz,Arizona,2005
"Ramon Molina Rios, Jr.",Arizona,2005
Kevin Louis Weeks,Arizona,2006
Robert Daniel Targosz,Arizona,2006
Anthony Jon Holly,Arizona,2007
"Nicki James ""Nick"" Erfle",Arizona,2007
"George Valentino Cortez, Jr.",Arizona,2007
Philip Anthony Rodriguez,Arizona,2007
Tate Allan Lynch,Arizona,2007
Bruce Wesley Harrolle,Arizona,2008
Douglas Eugene Falconer,Arizona,2008
Erik David Hite,Arizona,2008
Shane Cory Figueroa,Arizona,2008
Christopher Russell Marano,Arizona,2009
James Dutch Lister,Arizona,2010
Travis Paul Murphy,Arizona,2010
Eric Lewis Shuhandler,Arizona,2010
Carlos Luciano Ledesma,Arizona,2010
Rolando Alberto Tirado,Arizona,2011
Bradley Ryan Jones,Arizona,2011
"David William Wargo, Jr.",Arizona,2012
William Hauley Coleman,Arizona,2012
Timothy Allen Huffman,Arizona,2013
Daryl Michael Raetz,Arizona,2013
Tyler Jacob Stewart,Arizona,2014
David Smith Payne,Arizona,2014
John Thomas Hobbs,Arizona,2014
Darrin Lee Reed,Arizona,2016
David Van Glasser,Arizona,2016
Paul Lazinsky,Arizona,2017
"Jesus Manuel ""Chuy"" Cordova",Arizona,2018
Tyler James Edenhofer,Arizona,2018
Paul Thomas Rutherford,Arizona,2019
Gene Wade Lee,Arizona,2019
Ernest Quintero,Arizona,2020
Miroslaw Mroczkowski,Arizona,2020
Greg Scott Carnicle,Arizona,2020
Kevin Joseph Fletcher,Arizona,2020
Jason W. Judd,Arizona,2020
Juan Miguel Ruiz,Arizona,2021
Michael Devon Rudd,Arizona,2021
Jeremy Martin Wilkins,Arizona,2021
Kendall Leroy Thomas,Arizona,2021
Joseph Henry Montgomery,Arizona,2021
Ginarro Allen New,Arizona,2021
Mathew Aaron Hefter,Arizona,2021
Anthony Nicoletti,Arizona,2021
Chad Owen Brackman,Arizona,2021
Alicia Dawn Carter,Arizona,2021
Christopher Allan Farrar,Arizona,2021
"Phillip James Vavrinec, Jr.",Arizona,2021
Jeremy Allan Brinton,Arizona,2021
Thomas Crawford Craig,Arizona,2021
Lyndon Tyler Britt,Arizona,2021
Richard Lopez,Arizona,2022
Deborah Martinez-Garibay,Arizona,2022
"Jesus Delaluz ""Chuy"" Lara, III",Arizona,2022
Gilbert Byrd Burchfield,Arkansas,1847
Michael Baer,Arkansas,1869
Moses Ford,Arkansas,1871
Samuel Leming,Arkansas,1879
William D. Patton,Arkansas,1881
John Isham Mount,Arkansas,1881
William Fountain Beattie,Arkansas,1881
William L. Copeland,Arkansas,1885
John A. Bratton,Arkansas,1887
H. L. Smith,Arkansas,1887
Jeff L. Haynes,Arkansas,1890
Will L. Dalton,Arkansas,1891
Tom Holmes,Arkansas,1892
Abraham Garland Byler,Arkansas,1892
John Rainey,Arkansas,1893
Charles F. Pate,Arkansas,1893
David H. Stiff,Arkansas,1895
Richard Calhoun Harris,Arkansas,1895
Alfred Werner,Arkansas,1895
Will Jones,Arkansas,1896
James Murray,Arkansas,1897
Solomon W. Rollins,Arkansas,1897
Joseph R. Hastings,Arkansas,1899
Thomas Toler,Arkansas,1899
J. E. Hart,Arkansas,1899
Thomas Ferdinand Goslee,Arkansas,1899
George Claud Holt Pickett,Arkansas,1901
Henry C. Cox,Arkansas,1901
John Z. Norris,Arkansas,1901
Samuel Abner Weaver,Arkansas,1902
John Hall Powers,Arkansas,1902
John Donahue,Arkansas,1902
Jeff D. Morgan,Arkansas,1904
Ernest Augustus Anthony,Arkansas,1904
Charles J. Few,Arkansas,1906
James Leonard Holland,Arkansas,1906
Eugene W. Mooney,Arkansas,1907
John Thompson Hamilton,Arkansas,1908
W. T. Phillips,Arkansas,1908
Ed Chambers,Arkansas,1908
Jake Houpt,Arkansas,1910
James Matt Lawrence,Arkansas,1910
Barney Stiel,Arkansas,1911
William D. Preston,Arkansas,1911
Sidney Smith McMath,Arkansas,1911
Adrain V. Mercing,Arkansas,1911
John O. Miller,Arkansas,1911
William I. Campbell,Arkansas,1911
George D. Smith,Arkansas,1911
John P. Biggers,Arkansas,1912
Patrick Andrew Carr,Arkansas,1912
Herbert Paul Nisler,Arkansas,1912
J. P. Chandler,Arkansas,1912
Richard Stanley Worley,Arkansas,1913
John William Woods,Arkansas,1913
Oscar L. Honea,Arkansas,1914
D. A. Stanfield,Arkansas,1914
James S. Payne,Arkansas,1914
Sam D. Mauldin,Arkansas,1915
Sam D. Morgan,Arkansas,1915
Charles J. Kirkland,Arkansas,1918
B. E. Greer,Arkansas,1919
Sewell H. Burnett,Arkansas,1919
Aylmer Ragland,Arkansas,1920
Thomas D. Hudson,Arkansas,1920
Row Brown,Arkansas,1920
William R. Shields,Arkansas,1920
C. C. Lynn,Arkansas,1920
Joe Erber,Arkansas,1920
Granville Edward Farish,Arkansas,1922
Richard Choate,Arkansas,1922
James R. Ryals,Arkansas,1922
John W. Cabiness,Arkansas,1922
Alfred Camp,Arkansas,1922
Luther C. Hay,Arkansas,1923
George W. Moore,Arkansas,1923
Wes Allmon,Arkansas,1923
George E. Perkins,Arkansas,1923
Warner Garner,Arkansas,1923
Robert Oscar Sullivan,Arkansas,1924
Ed Thomas Allen,Arkansas,1924
Charles B. Faulkner,Arkansas,1924
Harvey L. Biggs,Arkansas,1924
"Elisha Franklin ""Lish"" Barber",Arkansas,1925
Ulyss Melvin Baldwin,Arkansas,1925
Robert D. Smith,Arkansas,1925
George W. Rogers,Arkansas,1925
William A. Campbell,Arkansas,1926
Hence C. Giles,Arkansas,1926
Bryant Vick,Arkansas,1926
"Frank E. Swilling, Sr.",Arkansas,1926
Homer Chatham Nuckolls,Arkansas,1926
William Madison Goff,Arkansas,1926
James McBeth Dooley,Arkansas,1926
Albert N. Moore,Arkansas,1926
Robert C. Tyson,Arkansas,1927
Zack Horton,Arkansas,1927
Henry Hamm,Arkansas,1927
James Jackson,Arkansas,1927
Lem McPherson,Arkansas,1928
James H. Jenkins,Arkansas,1928
Samuel Tucker McCallum,Arkansas,1928
Lee Roy Selman,Arkansas,1928
E. R. Marsh,Arkansas,1929
Frank Neighbors,Arkansas,1929
Malachi Thomas Thacker,Arkansas,1929
Robert A. Johnson,Arkansas,1930
John A. Phillips,Arkansas,1930
Owen Edwin Evans,Arkansas,1930
Samuel Neal McDermott,Arkansas,1930
William Edward Hathaway,Arkansas,1931
Thomas William Staggs,Arkansas,1931
William A. Bourland,Arkansas,1931
Ralph Howard,Arkansas,1931
Walter S. Harris,Arkansas,1931
A. L. Harson,Arkansas,1931
Manley Jackson,Arkansas,1931
Sam Booth,Arkansas,1931
M. G. Goodwin,Arkansas,1931
Melvin Brackman,Arkansas,1932
Jim Ray Carlton,Arkansas,1932
J. C. Crain,Arkansas,1932
"Thomas Asbury ""Berry"" Quillin",Arkansas,1932
Henry Dallas Humphrey,Arkansas,1933
Clyde Franklin Davis,Arkansas,1933
Leslie Lee Potts,Arkansas,1933
Ed Williams,Arkansas,1934
Tom Pierce,Arkansas,1934
William Everette Wheeler,Arkansas,1935
Park Franklin Williams,Arkansas,1935
Burr Robertson,Arkansas,1935
Daniel O'Connor,Arkansas,1935
Hiram Daniel Potts,Arkansas,1935
Thomas I. Hairston,Arkansas,1936
J. Robert Bennett,Arkansas,1937
Jimmy Yocum,Arkansas,1937
Frank White,Arkansas,1937
Oliver Edward Mitts,Arkansas,1937
George W. Spencer,Arkansas,1938
William Martin Greer,Arkansas,1939
William H. Patton,Arkansas,1940
Joe Hill Breedlove,Arkansas,1940
James Brooks Jackson,Arkansas,1941
Charles L. Goad,Arkansas,1941
Dick Potter,Arkansas,1942
Champ Crawford,Arkansas,1942
Roy Curtis,Arkansas,1944
Claude Lee Holt,Arkansas,1944
James Edward Robbins,Arkansas,1944
William E. Atkinson,Arkansas,1944
James Lawrence Harber,Arkansas,1945
Jake B. Richesin,Arkansas,1945
Oscar F. Deubler,Arkansas,1947
"Lenoir F. ""Lee"" Baker",Arkansas,1947
Hickey Steelman,Arkansas,1948
Algin Sidney Pavatt,Arkansas,1948
Tom Greene,Arkansas,1948
L. D. Weaver,Arkansas,1948
Clarence A. Anderson,Arkansas,1948
Doyle Smith,Arkansas,1949
Ray A. Campbell,Arkansas,1950
Lester Kenneth Setser,Arkansas,1951
Frank E. Williford,Arkansas,1951
Albert Rinks,Arkansas,1952
Fortune Crowder,Arkansas,1953
Burt O. Burbank,Arkansas,1954
Sam Thompson,Arkansas,1954
Columbus Garrett,Arkansas,1955
Carlton Phillips,Arkansas,1957
Listash Browder,Arkansas,1957
Edward Samuel Virden,Arkansas,1958
Ermon Boyce Cox,Arkansas,1958
Paul Andrew Heath,Arkansas,1959
Ivy Edward Ringgold,Arkansas,1963
Jerrell P. Vaughan,Arkansas,1963
John C. Tate,Arkansas,1964
Otto Whittington Glover,Arkansas,1965
Albert Clayton Johnston,Arkansas,1965
Elmer Glen Bradshaw,Arkansas,1965
Harry F. Locke,Arkansas,1966
Sammy McSpadden,Arkansas,1966
Lloyd W. Worthy,Arkansas,1967
Charles L. Robbins,Arkansas,1967
Gordon McFall,Arkansas,1967
Casto C. Robertson,Arkansas,1967
Jessie James Morgan,Arkansas,1968
Emmett O. Edmonds,Arkansas,1968
Elmo O. Ritchie,Arkansas,1968
Bunion Aubrey Coursen,Arkansas,1969
James Orval Bishop,Arkansas,1969
Allen Harvie Bufford,Arkansas,1969
Alvin Joseph Free,Arkansas,1970
Troy Key,Arkansas,1972
Douglas Lucian Batey,Arkansas,1972
Glendal Ray Archer,Arkansas,1972
Grady Van Wilson,Arkansas,1973
"Robert Smith Moore, Sr.",Arkansas,1973
William Thomas Pond,Arkansas,1973
Morris E. Greenwalt,Arkansas,1974
William Buckley Cassidy,Arkansas,1974
Harry Clifford Capps,Arkansas,1974
"William Ronnie Brooks, III",Arkansas,1975
John Tillman Hussey,Arkansas,1975
"John H. ""Sonny"" Allen",Arkansas,1976
Edward Dean Rose,Arkansas,1976
Randy Monroe Basnett,Arkansas,1976
Steven Albert Poetker,Arkansas,1976
Bill Jean Lea,Arkansas,1976
Kelly Ray Pigue,Arkansas,1977
Abe Issac Pipkin,Arkansas,1977
Edward Lee Worrell,Arkansas,1977
"Hubert ""Bill"" Payne",Arkansas,1977
Marvin Eugene Richie,Arkansas,1977
"Henry Davis, Jr.",Arkansas,1978
Clinton L. Tew,Arkansas,1978
James S. Royal,Arkansas,1978
"William D. Cooley, Jr.",Arkansas,1978
Ronald Opie McPherson,Arkansas,1979
"Walter David Lowe, Sr.",Arkansas,1979
Noel Don McGuire,Arkansas,1980
Frederick Glen Bailey,Arkansas,1980
Donald L. Teague,Arkansas,1980
Robert W. Martin,Arkansas,1981
William Ray Tate,Arkansas,1981
George E. Mann,Arkansas,1981
Paul Herman Mueller,Arkansas,1981
"Carl Richard Goodman, Jr.",Arkansas,1981
Harvey David Johnson,Arkansas,1981
Dale W. Wallis,Arkansas,1982
Barry Kent McDaniel,Arkansas,1982
Tommy M. Harper,Arkansas,1982
James R. Hand,Arkansas,1982
"William L. Rose, Jr.",Arkansas,1982
Jerry C. Davis,Arkansas,1982
Harold Gene Matthews,Arkansas,1983
William R. Gilham,Arkansas,1984
Robert Whittington Klein,Arkansas,1984
Louis Perry Bryant,Arkansas,1984
Leonard E. Cross,Arkansas,1984
"Charles E. Barnes, Sr.",Arkansas,1984
"Herman E. Jones, Sr.",Arkansas,1984
Roy M. Brewer,Arkansas,1984
"Roy L. Leon, Jr.",Arkansas,1984
William T. Mills,Arkansas,1984
John Robert Fallis,Arkansas,1985
Phillip Gene Ostermann,Arkansas,1985
Charles Michael Bassing,Arkansas,1986
Wayne M. Warwick,Arkansas,1986
Kevin Laine Brosch,Arkansas,1986
Billy Wayne Simms,Arkansas,1986
James Addison Avant,Arkansas,1986
Clark Kent Simpson,Arkansas,1989
Smead Powell Franklin,Arkansas,1989
Scotty Lee Bennett,Arkansas,1991
Floyd Allen Riley,Arkansas,1991
Billy Ray Baruday,Arkansas,1991
David E. Barnett,Arkansas,1991
Jerry Don Stallings,Arkansas,1992
R. D. Purifoy,Arkansas,1992
Adolph Conic,Arkansas,1992
Kenneth James Wilkins,Arkansas,1992
Jeff A. Richardson,Arkansas,1993
Henry Lee Callanen,Arkansas,1993
Doyle Lee Holstein,Arkansas,1995
Scott A. Grimes,Arkansas,1995
Roland Peter Williamson,Arkansas,1995
Joseph Tucker Fisher,Arkansas,1995
Christopher Bruce Anderson,Arkansas,1996
James H. Collins,Arkansas,1996
Richard Scott Owen,Arkansas,1997
Myron Kelly,Arkansas,1997
Daniel Philip Longstreet,Arkansas,1997
Ronald Alan Kanze,Arkansas,1997
Brian Todd Batchelder,Arkansas,1997
James Clarence Harper,Arkansas,1997
Jackie Wayne Pierce,Arkansas,1997
John Mack Scarberough,Arkansas,1998
"Johnnie Richard Wyssbrod, Jr.",Arkansas,1998
Richard Leon Duncan,Arkansas,1998
Kenneth Wade Holland,Arkansas,1998
Bobby Ray Watson,Arkansas,1998
John Carl Ziegler,Arkansas,1998
Ralph Francis Baker,Arkansas,1998
"Otis Vernon Love, Jr.",Arkansas,1998
"Lewis D. Jones, Jr.",Arkansas,2000
Thomas Allen Craig,Arkansas,2000
Herbert James Smith,Arkansas,2001
"Jimmie Harold White, II",Arkansas,2002
Jack David Cooper,Arkansas,2002
Jimmy Darrell Wooley,Arkansas,2003
Michael Christopher Waters,Arkansas,2003
Jerry Dale Ridgell,Arkansas,2004
Mark Wesley Carthron,Arkansas,2005
"George Clifford Griffin, Sr.",Arkansas,2005
James Walter Sell,Arkansas,2006
Stacy Edward McMurrough,Arkansas,2006
Daniel C. Martinez,Arkansas,2007
Richard C. LeBow,Arkansas,2008
Ralph McMoran,Arkansas,2008
"Darrell ""Monty"" Carmikle",Arkansas,2008
Joseph Christopher Cannon,Arkansas,2009
Henry Jorden Willeford,Arkansas,2009
Larry Neal Blagg,Arkansas,2009
Robert Brandon Paudert,Arkansas,2010
Thomas William Evans,Arkansas,2010
Leonard Sanford Wall,Arkansas,2010
Jonathan Richard Schmidt,Arkansas,2011
Barbara Ann Dukes Ester,Arkansas,2012
Cody Don Carpenter,Arkansas,2013
Joel Lee Campora,Arkansas,2013
William Michael McGary,Arkansas,2013
Hans Jacob Fifer,Arkansas,2013
Larry D. Johnson,Arkansas,2013
Terry Wayne Johnson,Arkansas,2013
"Keith Bernard Bradford, Sr.",Arkansas,2014
"Allen Ray ""Pete"" Richardson",Arkansas,2014
Sonny Allan Smith,Arkansas,2015
William Pressley Cooper,Arkansas,2016
Lisa Anne Mauldin,Arkansas,2016
Robert Aaron Barker,Arkansas,2016
Patrick Neal Weatherford,Arkansas,2017
Timothy Allen Braden,Arkansas,2017
Kevin Clyde Mainhart,Arkansas,2017
Stephen Paul Carr,Arkansas,2019
"Michael David Stephen, Sr.",Arkansas,2019
Kevin Dwaine Collins,Arkansas,2020
"James Lawrence ""Buck"" Dancy",Arkansas,2020
Travis Cental Wallace,Arkansas,2020
Scott Anderson Hutton,Arkansas,2020
Brent William Perry Scrimshire,Arkansas,2020
Christopher William Cummins,Arkansas,2021
Kevin Dale Apple,Arkansas,2021
Matthew Chandler Moore,Arkansas,2021
Danny James Guynes,Arkansas,2021
Gary Lynn Bean,Arkansas,2021
Rick Entmeier,Arkansas,2021
James Morgan,Arkansas,2021
Hasain El-Amin,Arkansas,2021
Joshua Lee Pierson,Arkansas,2021
Lesley Shane Green,Arkansas,2021
James Robert Gardner,Arkansas,2021
"Frank Ramirez, Jr.",Arkansas,2021
William Shibley,Arkansas,2022
Vincent Anthony Parks,Arkansas,2022
Jeremiah James Story,Arkansas,2022
Joshua Caudell,Arkansas,2022
Michael R. Springer,Arkansas,2022
Joseph McKinney,California,1850
William R. Johnson,California,1852
Jack Wheelan,California,1853
George R. Turner,California,1854
William H. Hardmount,California,1854
John Sheldon,California,1855
William A. Phoenix,California,1855
Charles Layton,California,1855
Joaquin De La Torre,California,1855
Jim Beckwith,California,1855
W. W. Wright,California,1856
David Johnson,California,1856
Charles T. Daly,California,1857
James R. Barton,California,1857
Charles K. Baker,California,1857
William H. Little,California,1857
John Leary,California,1858
George C. Chapman,California,1858
William C. Getman,California,1858
Joel N. McDonald,California,1858
George Moorman Martin,California,1859
Miles Huntsman,California,1860
N. F. Scott,California,1862
Martin Roohan,California,1862
William H. Tainter,California,1863
Joseph Staples,California,1864
Andrew Kriss,California,1864
William H. Hendricks,California,1866
"Charles L. ""Butch"" Doebler",California,1866
Richard B. Richardson,California,1867
James Cochran,California,1868
William Warren,California,1870
John A. McClain,California,1870
Robert J. Morrison,California,1871
Mono Jim,California,1871
Charles F. Lehman,California,1872
William Stewart Mettler,California,1873
Thomas Godwin,California,1876
Charles J. Coots,California,1877
John T. Arnold,California,1878
Joseph Scott,California,1878
Thomas Passmore,California,1878
William L. Moore,California,1879
George W. Gillis,California,1881
Adolfo Celis,California,1883
John Nicholson,California,1884
James A. Greenlee,California,1885
Rudolph Bohn,California,1886
Edwin J. Osgood,California,1886
Albert P. Crigler,California,1888
George V. Tallman,California,1888
Anton Harnischfeger,California,1889
"John Nicolas ""Nick"" Wren",California,1889
Charles C. Wilson,California,1889
John L. Powers,California,1891
Alexander G. Grant,California,1891
Oliver McCoy,California,1891
Oscar A. Beaver,California,1892
Charles H. Wetzel,California,1893
William H. Pascoe,California,1893
William G. Cashin,California,1893
Charles A. St. Clair,California,1893
Henry R. Baker,California,1894
Joseph Buzzell,California,1895
Frank Hamilton,California,1895
James D. Campbell,California,1895
John Jasper Bogard,California,1895
David Fulton Douglass,California,1896
Frank Toal,California,1896
Samuel W. Harper,California,1896
George Headen,California,1897
William Phillip McEvoy,California,1897
John Wesley Alford,California,1897
George Lee Wilson,California,1897
Henson McCoy Pyle,California,1897
William A. Radford,California,1897
Charles M. White,California,1898
E. E. Dixon,California,1898
Gustave Adolph Koch,California,1898
George Woodsum,California,1898
Daniel  Carlisle Cameron,California,1898
John J. Lerri,California,1898
William L. Burke,California,1898
Henry R. Farley,California,1899
Will Ward,California,1899
William H. Kilroy,California,1899
Herbert Scott Walker,California,1901
Samuel Dorsey Holman,California,1901
James Henan DeLaney,California,1902
Charles Cummins,California,1902
Eugene C. Robinson,California,1902
James Casey,California,1903
Thomas Jefferson Packard,California,1903
William E. Tibbet,California,1903
"James Hume Smith, Jr.",California,1903
William Leopold Cotter,California,1903
Henry Lewelling,California,1904
George W. Brown,California,1904
Fred M. Bristol,California,1904
J. Henry Smith,California,1905
James S. Cook,California,1906
Francis Marion Culp,California,1906
Max Fenner,California,1906
George P. O'Connell,California,1906
