Name,Age,Cause
"Hilery A. Mayo, Jr.",32.0,Automobile crash
Thomas Lindsey,32.0,Gunfire
Robert Winget,57.0,Other
John Miller,32.0,Automobile crash
Manuel Villegas,33.0,Automobile crash
"Charles ""Chuck"" Wilson",34.0,Gunfire
Jose Lazaro Somohano,37.0,Gunfire
William John Walters,59.0,Automobile crash
David Tourscher,24.0,Automobile crash
Nick Samuel Polizzotto,34.0,Gunfire
Rahamy Mitchell,38.0,Automobile crash
José Fontañez-Correa,34.0,Gunfire
Frank E. Smith,35.0,Vehicular assault
Scott Wheeler,31.0,Struck by vehicle
"William ""Nichie"" Preslar",36.0,Automobile crash
David Edward Rich,41.0,Gunfire
Harold Michael Altman,42.0,Gunfire
Kevin Carper,39.0,Gunfire
Gary Wayne Henderson,51.0,Other
"Jeffrey Howard ""Jeff"" McCoy",40.0,Vehicular assault
"Alfred L. Gordon, Sr.",52.0,Gunfire
Norvelle Brown,22.0,Gunfire
Sean Robert Clark,34.0,Gunfire
Germaine Ferris Casey,40.0,Motorcycle crash
Mark Timothy Nix,33.0,Gunfire
Joseph Tyrone Candie,39.0,Gunfire
Bryan Keith Zollner,44.0,Automobile crash
Justin Thompson,25.0,Automobile crash
Tate Allan Lynch,36.0,Other
Gary Allen Gryder,47.0,Vehicular assault
Anne Marie Jackson,40.0,Gunfire
"Pedro Rafael Cora-Rivera, III",33.0,Heart attack
"Akeem Basil ""Teddy"" Newton",43.0,Vehicular assault
"Jose Antonio ""Tony"" Diaz",37.0,Gunfire
Shawn W. Snow,47.0,Other
Dennis Carl Compton,39.0,Gunfire
Michael Smith Phillips,37.0,Gunfire
William Robert Hakim,51.0,Other
Robert James Curry,39.0,Motorcycle crash
Monte Ruby,62.0,Other
Geoffrey Justin Galindo,53.0,Heart attack
Bradley Alan Moody,29.0,Automobile crash
Andrew Paul Reister,40.0,Other
Todd Allen Bahr,40.0,Gunfire
Richard Daniel Winter,63.0,Other
Richard C. LeBow,51.0,Automobile crash
Allison Marie Palmer,40.0,Other
Aaron Garcia,39.0,Automobile crash
James Edward Throne,29.0,Automobile crash
Dario Scott Aponte,43.0,Automobile crash
Kathy Ann Cox,50.0,Automobile crash
Roger Ray Hildreth,48.0,Heart attack
Richard Scott Findley,39.0,Vehicular assault
Sarah Irene Haylett-Jones,27.0,Struck by vehicle
Jarrod Brent Shivers,34.0,Gunfire
Patrick C. McDonald,30.0,Gunfire
Nelson Kai Ng,34.0,Other
Edward J. Fitzgerald,50.0,Other
"Eric Cecil Barker, Sr.",33.0,Gunfire
Bruce Wesley Harrolle,36.0,Other
Vito S. Mauro,48.0,Other
Robert Patrick Flickinger,37.0,Automobile crash
Douglas Eugene Falconer,46.0,Heart attack
Timothy Allen Haley,42.0,Other
Erik David Hite,43.0,Gunfire
"Aldo A. Rossi, Jr.",42.0,Vehicular assault
Barbara Leggett Shumate,49.0,Automobile crash
"Nathaniel Taylor, Jr.",39.0,Gunfire
Robert Craig Douglas,44.0,Motorcycle crash
Jeffry Kowalski,50.0,Gunfire
Samuel Steele Hicks,33.0,Gunfire
James Merry Walker,30.0,Gunfire
"Victor Antonio Lozada, Sr.",49.0,Motorcycle crash
"Kenneth  ""Greg"" Surles",29.0,Automobile crash
Marty Michael Martin,35.0,Automobile crash
Gary Gerald Mausberg,47.0,Other
Nicola Diane Cotton,24.0,Gunfire
Sang T. Jun,36.0,Other
Shane Cory Figueroa,25.0,Vehicular assault
"David Joubert, Sr.",60.0,Motorcycle crash
"George Harold Whatley, Jr.",45.0,Heart attack
"Ricky L. Bryant, Jr.",26.0,Gunfire
Marc Charles Wilbur,43.0,Heart attack
Francis Joseph Stecco,42.0,Other
Steven Christopher Boehm,36.0,Struck by vehicle
Richard Mark Bremer,39.0,Vehicle pursuit
"Edward Doyle ""Ned"" Thompson",39.0,Other
Anthony E. Forgione,33.0,Gunfire
Brian DeWayne Denning,36.0,Automobile crash
Geoffrey W. G. Stone,42.0,Motorcycle crash
Steven Raul Medeiros,56.0,Motorcycle crash
Grant Anthony Jansen,42.0,Automobile crash
"Joseph M. Airhart, Jr.",53.0,Gunfire
Charles Benjamin Skinner,30.0,Vehicle pursuit
Mark Steven Simmons,31.0,Automobile crash
Joseph Paul Sanders,29.0,Struck by vehicle
Robert Armand Griffin,44.0,Automobile crash
Jerry L. Scantling,55.0,Heart attack
Frank Paul Russo,47.0,Heart attack
"Ervin Michael Hawk Johnston, II",25.0,Other
Thomas Joseph Byrne,40.0,Other
John E. Goggin,52.0,Other
Michael Patrick Howe,55.0,Other
Robert Martin Roth,44.0,Other
Ralph McMoran,68.0,Heart attack
"Darrell ""Monty"" Carmikle",45.0,Other
Joseph A. Martyna,54.0,Heart attack
Eric Joseph Bellard,27.0,Other
David Donald Tome,31.0,Struck by vehicle
Randy Jay Hamson,44.0,Struck by vehicle
"David Shawn Blanton, Jr.",24.0,Gunfire
Scott James Larkins,58.0,Gunfire
Everett William Dennis,23.0,Automobile crash
Timothy E. Simpson,46.0,Vehicular assault
Nick P. Pham,38.0,Automobile crash
Alex W. Baez,50.0,Other
Daniel Roy Barrett,25.0,Automobile crash
Jeremy Keith Carter,22.0,Other
Joshua T. Miktarian,33.0,Gunfire
Kristine Marie Fairbanks,51.0,Gunfire
Jarod C. Dittman,28.0,Automobile crash
Thomas Paul Tennant,51.0,Other
Christopher Alexander Ridley,23.0,Other
"David Whitfield Gilstrap, Jr.",49.0,Struck by vehicle
Michael Anthony Robbins,57.0,Gunfire
Martha Ann Woods-Shareef,53.0,Vehicular assault
Michael R. King,50.0,Gunfire
Timothy Scott Abernethy,43.0,Gunfire
Kara M. Kelly-Borgognone,33.0,Automobile crash
Michael Sean Thomas,32.0,Motorcycle crash
Orlando Gonzalez-Ortiz,32.0,Other
Nicholas Karl Heine,30.0,Heart attack
Thomas Frederick Ballman,37.0,Gunfire
David Allen Bowen,53.0,Other
Travis Lee Griffin,28.0,Other
Lawrence Wilhelm Canfield,43.0,Motorcycle crash
Christopher Michael Kane,38.0,Automobile crash
Randal David Simmons,51.0,Gunfire
Michael C. Avilucea,51.0,Automobile crash
Irene Beatrice Rios,28.0,Automobile crash
Thomas Luell Keen,59.0,Other
Mason James Samborski,28.0,Gunfire
Alex Del Rio,31.0,Automobile crash
Richard M. Francis,60.0,Gunfire
"William King Biggs, Jr.",50.0,Gunfire
William Kenneth Chadwell,70.0,Struck by vehicle
Spree Desha,35.0,Other
Matthew Barret Thebeau,25.0,Automobile crash
Nathan Benjamin Mims,30.0,Heart attack
Juan Abel Escalante,27.0,Gunfire
Melvin Eugene Dyer,67.0,Struck by vehicle
"Anthony ""Sean"" Pursifull",31.0,Vehicular assault
Osvaldo Pérez-León,33.0,Automobile crash
Christopher Shawn McMurry,43.0,Other
Keith Paul Chiasson,51.0,Gunfire
Laura Jean Cleaves,53.0,Vehicular assault
"Harry Lane Thielepape, Jr.",57.0,Gunfire
James Scott Burns,39.0,Gunfire
Adam William Klutz,25.0,Gunfire
Rodney Kelley,36.0,Automobile crash
Paul William DeRouen,49.0,Struck by vehicle
Nathaniel Michael Burnfield,27.0,Struck by vehicle
Dustin Shawn Duncan,28.0,Automobile crash
Derek Wayne Owens,36.0,Gunfire
Jose Rivera,22.0,Other
Andrew James Stocks,43.0,Automobile crash
"William Howell, Jr.",46.0,Gunfire
Robert J. Nicosia,48.0,Other
Mark A. Beck,33.0,Automobile crash
"Michael Christopher Weigand, Jr.",25.0,Motorcycle crash
Robert Anthony Davis,26.0,Struck by vehicle
Paul Avery Starzyk,47.0,Gunfire
Kenneth Andrew Santucci,32.0,Automobile crash
Luis Alberto Aguilar,31.0,Vehicular assault
Isabel Santiago-Nazario,40.0,Vehicular assault
James Darryl Haynes,38.0,Automobile crash
Leslie Eugene Wilmott,54.0,Automobile crash
Stephen Liczbinski,39.0,Gunfire
Caran R. Coward,39.0,Gunfire
Kenny Michael Duncan,40.0,Gunfire
Courtney G. Brooks,40.0,Vehicular assault
Anthony Shane Tate,29.0,Gunfire
Jason Scott Zunker,31.0,Struck by vehicle
William J. Holfester,43.0,Other
Mickey Charles Lippy,34.0,Other
James Dean Fezatte,41.0,Automobile crash
Sandra Joyce Bullock,59.0,Automobile crash
Marcia Lynn Stella,32.0,Other
Andrew Allen Widman,30.0,Gunfire
Evan Frederick Schneider,29.0,Automobile crash
Thomas Emil Raji,31.0,Vehicular assault
"Gregory Zane Owens, II",36.0,Vehicular assault
"Joe E. Howard, Sr.",55.0,Heart attack
Donna Fitzgerald,50.0,Other
"Steven Brent Lee, Sr.",58.0,Vehicle pursuit
"Stephen Michael Gallagher, Jr.",34.0,Automobile crash
"Ronald Wilbur Owens, II",37.0,Gunfire
Trevor Alan Nettleton,30.0,Gunfire
Randy Dewayne White,32.0,Vehicle pursuit
Mark Lindsey Parker,44.0,Gunfire
James Le'Treall Manor,28.0,Automobile crash
"Ervin Julius Romans, II",43.0,Gunfire
Eric Guy Kelly,41.0,Gunfire
"James Frederick Norman, II",45.0,Vehicular assault
"Warren Keith ""Skip"" York",44.0,Gunfire
Philip Mahan Davis,33.0,Gunfire
David Joseph Kinterknecht,41.0,Gunfire
Adam Michael Sanderson,32.0,Vehicular assault
Marc Anthony DiNardo,37.0,Gunfire
Richard John Matthews,28.0,Automobile crash
John Mark Cortazzo,48.0,Other
Justin Clyde Mullis,48.0,Motorcycle crash
Shane Thomas Detwiler,31.0,Gunfire
Benjamin Emanuel Santiago-Fragosa,44.0,Gunfire
Monte  Leroy Matthews,35.0,Automobile crash
Michael Warren Haynes,28.0,Vehicular assault
Joseph Christopher Cannon,50.0,Gunfire
"Tom Rye Wilson, III",39.0,Automobile crash
"Richard James ""Ricky"" Stiles, Jr.",37.0,Automobile crash
Jesse Thomas Hamilton,29.0,Gunfire
"Richard Scott Crittenden, Sr.",57.0,Gunfire
Henry Canales,42.0,Gunfire
Jerry Alan Jones,27.0,Other
Christopher Kent Paschal,37.0,Automobile crash
Jack Wesley Cannon,39.0,Heart attack
Robert C. Grossman,41.0,Other
"Milburn Wilbur Beitel, III",30.0,Automobile crash
D. Robert Martin Harvey,29.0,Automobile crash
Giovanni L. Gonzalez,23.0,Automobile crash
Laurie J. Fournier,47.0,Other
Michael E. Weston,37.0,Other
Gregory Jonas,59.0,Gunfire
Richard Moore Betters,52.0,Heart attack
"Dulan Earl Murray, Jr.",48.0,Automobile crash
"Terrelle Lee ""Terry"" Adams",38.0,Motorcycle crash
"Paul John Rizzo Domenic Sciullo, II",36.0,Gunfire
Jeffery Bryant Shaw,40.0,Automobile crash
Christopher Darby Ray,22.0,Automobile crash
Charles J. Clark,53.0,Other
Ronnie O'Neal Brown,48.0,Other
Jarod Michael Dean,24.0,Struck by vehicle
Mike Adcock,54.0,Heart attack
Michael Wilken,56.0,Struck by vehicle
Chad Ernest Spicer,29.0,Gunfire
Marvin Gene Williams,43.0,Gunfire
"Robert Wimer Rosas, Jr.",30.0,Gunfire
"Charles Douglas ""Charlie"" Brown, Jr.",38.0,Gunfire
Henry Jorden Willeford,75.0,Struck by vehicle
Richard Jakubowsky,46.0,Other
Stuart Jay Alexander,47.0,Vehicular assault
Larry Neal Blagg,39.0,Other
Trena Renee McLaughlin,59.0,Other
"Roy Bruce Sutton, Jr.",33.0,Automobile crash
Julius Keith Moore,23.0,Automobile crash
Andrew Francis Tingwall,36.0,Other
Mickey Gray Hutchens,50.0,Gunfire
Adam Michael Mehagan,26.0,Automobile crash
David Charles Gann,48.0,Automobile crash
Chad L. Michael,30.0,Other
Steve Loy Hood,50.0,Vehicle pursuit
Nathaniel A. Afolayan,29.0,Other
Mark Joseph Renninger,39.0,Gunfire
Brandon Nykori Sigler,26.0,Gunfire
Michael Joseph Roberts,38.0,Gunfire
"Alejandro ""Alex"" Valadez",27.0,Gunfire
Jonathan Shea Nash,41.0,Motorcycle crash
"Rickie Allen Pearson, Jr.",29.0,Gunfire
Scott Alan Moyer,43.0,Heart attack
Norman Stephen Allen Smith,43.0,Gunfire
Stephen James Mayhle,29.0,Gunfire
John Pawlowski,25.0,Gunfire
Jorge Ronald Dimas,23.0,Automobile crash
Paul Michael Sorce,44.0,Automobile crash
Robert Eugene Beane,34.0,Automobile crash
Christopher Charles Jones,37.0,Vehicular assault
James W. Anderson,39.0,Vehicular assault
Michael James Crawshaw,32.0,Gunfire
"Charles W. Rice, Jr.",53.0,Other
Daniel Takashi Sakai,35.0,Gunfire
David J. Lane,30.0,Automobile crash
Joshua Dale Eggelston,35.0,Automobile crash
Mark Thomas Dunakin,40.0,Gunfire
Dominique Joseph Smith,30.0,Struck by vehicle
Glennon Robert Fernau,44.0,Other
Dennis Darrell Cagle,56.0,Gunfire
Steven Edward May,53.0,Vehicular assault
Joseph Anthony Fulton,45.0,Heart attack
Christopher Russell Marano,28.0,Vehicle pursuit
Jorge Sanchez-Santiago,37.0,Gunfire
Cesar Velazquez,52.0,Heart attack
Scott Michael Bierwiler,42.0,Automobile crash
Carlos J. Ocasio,49.0,Other
Chad Lee Mechels,33.0,Gunfire
Renee Dunbar,47.0,Other
Michael Allen Towner,58.0,Heart attack
Burton Lopez,44.0,Gunfire
Curtis Allen Massey,41.0,Automobile crash
Daniel James Leach,49.0,Automobile crash
Jeffrey Charles Woolson,41.0,Automobile crash
Timothy Q. Brenton,39.0,Gunfire
Joshua Daniel Miller,34.0,Gunfire
Brian Scott Etheridge,26.0,Gunfire
William Dexter Hammond,38.0,Gunfire
"Walter Kent Mundell, Jr.",44.0,Gunfire
Richard J. Cashin,52.0,Automobile crash
Robbie Chase Whitebird,23.0,Gunfire
Dionicio M. Camacho,51.0,Heart attack
John Raymond Hege,41.0,Gunfire
Omar J. Edwards,25.0,Other
Carlos R. Lozada-Vergara,28.0,Other
Gregory James Richards,42.0,Gunfire
Johnny Hamilton,55.0,Automobile crash
Corey J. Diaz,40.0,Other
Donald G. Feser,67.0,Other
Christopher Shane Johnson,34.0,Automobile crash
Francis David Blake,42.0,Automobile crash
Timothy Gerard Olsovsky,51.0,Heart attack
David Richard Loeffler,36.0,Vehicular assault
Michael P. Morales,62.0,Other
Luis A. Martínez-Mass,29.0,Gunfire
"Robert A. Zane, Jr.",45.0,Other
"Joseph Anthony Harris, Sr.",46.0,Gunfire
Gerald Rex,62.0,Other
Cesar Arreola,37.0,Other
Chadwick Alan Carr,31.0,Automobile crash
Michael Paul Davey,34.0,Struck by vehicle
Thomas Carroll,51.0,Heart attack
"Greg Hernandez, Jr.",50.0,Automobile crash
Kyle Patrick Barber,46.0,Struck by vehicle
Ryan Keith Settlemoir,28.0,Other
Tina Gail DeLong-Griswold,40.0,Gunfire
Joseph Dennis Helton,24.0,Other
Glen L. Ciano,45.0,Vehicular assault
Forrest Nelson Leamon,37.0,Other
David Lucious Williams,51.0,Struck by vehicle
Brandon Scott Coker,26.0,Automobile crash
Brian S. Mohamed,43.0,Other
Cruz C. McGuire,47.0,Heart attack
Dennis Edward Engelhard,49.0,Struck by vehicle
Joshuah Patrick Broadway,21.0,Automobile crash
Lamont C. Reid,55.0,Heart attack
Sergio Arturo Antillon,25.0,Vehicular assault
Marc Kenneth Castellano,29.0,Struck by vehicle
"James M. ""Jimmy"" Johnson, Jr.",55.0,Gunfire
Danny John Kromer,54.0,Vehicular assault
Brandon Lee Coates,27.0,Gunfire
Don David McCutcheon,36.0,Heart attack
John B. Maguire,60.0,Gunfire
Caroline Green,51.0,Automobile crash
Brian Lamar Mahaffey,28.0,Gunfire
David Aaron Haynes,27.0,Vehicle pursuit
Joseph Edward Seabrook,49.0,Other
"Odell McDuffie, Jr.",43.0,Automobile crash
Jacob Rene Rayos,32.0,Automobile crash
Tauveve Vivao,42.0,Heart attack
Kory Elwyn Dahlvig,29.0,Vehicular assault
Joshua Yazzie,33.0,Automobile crash
"Alfred Louis Celestain, Sr.",54.0,Vehicular assault
Jill E. Mattice,31.0,Automobile crash
James Anthony Kerstetter,43.0,Gunfire
"John Abraham, Jr.",37.0,Automobile crash
Duane Allen Dalton,39.0,Automobile crash
Charlene Marie Rottler,68.0,Automobile crash
James Dutch Lister,54.0,Heart attack
David Wayne Lambert,38.0,Automobile crash
Frank M. Bolusi,49.0,Other
Melissa J. Powers,36.0,Automobile crash
Josie Greathouse Fox,38.0,Gunfire
Jonathan Thomas McDonald,28.0,Automobile crash
Gary Martin Chapin,49.0,Other
Félix Rodríguez-Gomez,30.0,Gunfire
Eydelmen Mani,30.0,Automobile crash
Samuel Adam Smith,23.0,Automobile crash
Timothy Clark Prunty,44.0,Gunfire
Patrick Sirois,50.0,Struck by vehicle
Michael Stephan Vogt,56.0,Gunfire
David Ralph Slaton,56.0,Automobile crash
Daniel Kim Duncan,55.0,Heart attack
Carol Jean Scruggs,48.0,Automobile crash
Luke Douglas Nihart,32.0,Other
Charles Jerry Crabtree,76.0,Automobile crash
Garry Marshal Welford,63.0,Vehicular assault
Michael Vincent Gallagher,32.0,Vehicular assault
Noel David Cordero-Guzmán,23.0,Gunfire
Kevin B. Wilkins,31.0,Other
Thomas Philip Coleman,33.0,Vehicle pursuit
James John Szuba,42.0,Vehicular assault
Jeremy John Hubbard,34.0,Vehicle pursuit
Kellie Pena,34.0,Heart attack
"Joseph Oscar ""J.O."" Richard, Jr.",69.0,Other
Merrill Bruguier,37.0,Automobile crash
Travis Paul Murphy,29.0,Gunfire
Samuel Kent Brownlee,43.0,Gunfire
"Chad Allen Reed, Sr.",33.0,Gunfire
Kenneth Omar Betancourt-Camacho,29.0,Gunfire
Kenneth Ray Hall,57.0,Vehicular assault
"Michael Ray Bailey, Sr.",62.0,Gunfire
Matthew Lloyd Edwards,31.0,Gunfire
Jerry D. Jobe,44.0,Other
Thor Odin Soderberg,43.0,Gunfire
Timothy Joseph Zurovetz,54.0,Automobile crash
Craig Gordon Story,34.0,Motorcycle crash
Bryan Joseph Durman,27.0,Vehicular assault
Jeremy Caleb McLaren,28.0,Automobile crash
Andrew Jordan Rameas,33.0,Motorcycle crash
Hector Ismael Ayala,31.0,Automobile crash
Brian Bruce Harris,41.0,Gunfire
"Wesley Richard Whitmore, Jr.",60.0,Struck by vehicle
Robert M. Ehmer,47.0,Other
Michael Ray Schaefer,55.0,Heart attack
Donna Jean Tappan,62.0,Automobile crash
Timothy Joel Bergeron,49.0,Motorcycle crash
Paul Michael Dittamo,32.0,Automobile crash
Chad Wesley Pritchard,25.0,Other
Ellane E. Aimiuwu,57.0,Automobile crash
Timothy Charles Barnes,38.0,Other
Robert Heinle,47.0,Gunfire
Wesley Washington John Brown,24.0,Gunfire
Robert Brandon Paudert,39.0,Gunfire
Andrew C. Baldridge,25.0,Automobile crash
"Thomas F. Patton, II",30.0,Heart attack
Kevin Kell Roberts,48.0,Gunfire
Christopher L. Dewey,26.0,Gunfire
David Lynn Grove,31.0,Gunfire
James David Bonneau,26.0,Gunfire
Thomas Moore Alexander,57.0,Gunfire
Liusila Brown,44.0,Gunfire
Shaun Michael Lin,23.0,Other
"Howard Evans, Jr.",53.0,Heart attack
Teresa Lynn Testerman,54.0,Heart attack
"Charles Floyd Collins, II",56.0,Automobile crash
Justin Wayne McGrory,28.0,Vehicular assault
Eric Lewis Shuhandler,42.0,Gunfire
Franco Rafael Aguilar,36.0,Struck by vehicle
John William Brown,63.0,Heart attack
"James Earl Fowler, III",61.0,Automobile crash
Christopher Milito,40.0,Struck by vehicle
Robert Lynn Smith,53.0,Other
"George C. Green, Jr.",56.0,Automobile crash
"Maylond Thompson Bishop, Jr.",63.0,Gunfire
Carlos Luciano Ledesma,34.0,Gunfire
David T. Zolendziewski,53.0,Automobile crash
Glen Victor Agee,31.0,Gunfire
Dana Kevin Cusack,45.0,Automobile crash
"Clovis Wayne ""J.R."" Searcy, Jr.",33.0,Gunfire
Mark F. Van Doren,40.0,Automobile crash
Leonard Allen Reed,41.0,Motorcycle crash
Ryan Patrick Bonaminio,28.0,Gunfire
Mark David Barrett,41.0,Other
"Thomas E. Wortham, IV",30.0,Gunfire
Dean Ridings,52.0,Other
"Ira Gabor Essoe, Sr.",69.0,Gunfire
David Lamar Curtis,31.0,Gunfire
Jose A. Cordova-Montañez,52.0,Gunfire
Karl Raymond McDonough,41.0,Vehicular assault
Cass Gregory Nemmers,46.0,Heart attack
Christopher Alan Wilson,50.0,Gunfire
Thomas Paul Jensen,27.0,Automobile crash
Jeffrey Alan Kocab,31.0,Gunfire
Eddie Lynn Wotipka,51.0,Other
Paul Jeffrey Fricke,37.0,Automobile crash
Raymundo Dominguez,44.0,Heart attack
Jacqueline McCarthy,50.0,Other
"William Edward Phillips, III",32.0,Vehicular assault
Brian Eric Huff,42.0,Gunfire
Christopher A. Upton,37.0,Gunfire
Paul Garmong Richey,40.0,Gunfire
Brett James Oswald,47.0,Struck by vehicle
"Robert V. Oswain, Jr.",42.0,Other
Joseph George Schuengel,47.0,Other
David Mahmoud,49.0,Other
"Thomas Clifford ""Cliff"" Rouse",39.0,Gunfire
Craig Lamont Shaw,37.0,Gunfire
Martin Arnold Stanton,47.0,Heart attack
Stanley W. Cooper,72.0,Gunfire
Joseph Anthony Bergeron,49.0,Gunfire
Joel Brian Wahlenmaier,48.0,Gunfire
"William Thomas ""Bill"" Bauer",36.0,Automobile crash
Jillian Michelle Smith,24.0,Gunfire
Michael Ronald Flisk,46.0,Gunfire
Javier Bejar,28.0,Gunfire
Davy Wayne Crawford,55.0,Automobile crash
"Thomas Russell Portz, Jr.",32.0,Automobile crash
William Michael Mudd,38.0,Heart attack
"John H. ""Packy"" Paskewicz",58.0,Heart attack
Ian Michael Deutch,27.0,Gunfire
Matthew Dean Tokuoka,39.0,Gunfire
"James Louis Anderson, Jr.",44.0,Vehicular assault
Tracy E. Cooper,42.0,Other
Thomas William Evans,38.0,Gunfire
Dan D. De Kraai,35.0,Other
"Orville Royal Smith, Jr.",64.0,Vehicular assault
Brian Michael Walsh,34.0,Heart attack
"William Frederick Schuck, III",26.0,Struck by vehicle
Dewayne Arlyn Crenshaw,62.0,Gunfire
Frank Bailey Glover,61.0,Other
Patrick Ambroise,35.0,Automobile crash
Richard Lyn Daniels,27.0,Automobile crash
Rodney Tomlinson Holder,50.0,Motorcycle crash
Jon-Michael Willis,31.0,Gunfire
David James DeLaittre,23.0,Gunfire
Brian A. Terry,40.0,Gunfire
Dean Francis Miera,48.0,Automobile crash
Shawnelle Hess,35.0,Automobile crash
Chadwick Thomas LeCroy,38.0,Gunfire
Kevin Anthony Czartoryski,46.0,Other
Douglas A. Weddleton,52.0,Vehicular assault
Edward Ashley Pounds,44.0,Other
Michael Richard Perry,43.0,Heart attack
Leonard Sanford Wall,58.0,Other
Mark Alan Longway,48.0,Automobile crash
Kenneth James Collier,39.0,Vehicle pursuit
Alan J. Haymaker,56.0,Automobile crash
Philip Dennis Ortiz,48.0,Struck by vehicle
Carl Ellis Worley,57.0,Heart attack
John Mark Bernard,52.0,Automobile crash
"Rayford Alexander ""Alex"" Roberts",34.0,Automobile crash
Craig A. Heber,48.0,Heart attack
Anthony Michael Wallace,32.0,Gunfire
Daniel Nava Benavides,39.0,Other
John Norsworthy,39.0,Automobile crash
Geoffrey J. Breitkopf,40.0,Other
Daniel Lee Knapp,42.0,Other
Andrew Scott Dunn,30.0,Gunfire
Kyle David Pagerly,28.0,Gunfire
Derrick Lee Whittle,38.0,Automobile crash
Annetta G. Daniels,55.0,Other
Daryl Anthony Hall,34.0,Gunfire
Rolando Alberto Tirado,37.0,Gunfire
Adam Maynard Bowen,28.0,Automobile crash
Derek William Hotsinpiller,24.0,Gunfire
"Russell Mark Willingham, Jr.",28.0,Automobile crash
Jacqueline C. Schaefer,50.0,Other
Anthony R. Fotiou,53.0,Heart attack
Jeffrey Adam Yaslowitz,39.0,Gunfire
"James D. ""Dee"" Stewart",63.0,Automobile crash
Frederick Alston Thornton,50.0,Other
"Russell Anthony ""Roscoe"" George",47.0,Automobile crash
Trevor Scott Phillips,42.0,Motorcycle crash
David Roberts,58.0,Gunfire
Michael Andrew Boehm,45.0,Heart attack
Martin Tom,49.0,Other
"David Jennings Dawson, III",21.0,Automobile crash
"James David ""JD"" Paugh",47.0,Gunfire
Matthew Jay Miller,53.0,Motorcycle crash
Kurt Brian Wyman,24.0,Gunfire
Christopher Quinn Cooper,38.0,Heart attack
Edwin Ortiz,57.0,Other
Willie Amos Cammon,59.0,Automobile crash
Charles Allen VanMeter,27.0,Automobile crash
Covel Chase Pierce,59.0,Other
Michael Joseph Pollitz,37.0,Other
Andrew Scott Garton,44.0,Motorcycle crash
Brian Scott Dulle,36.0,Vehicular assault
Sherri Katherine Jones,54.0,Gunfire
Amanda Lynn Haworth,44.0,Gunfire
Ralph Vester Braden,58.0,Other
Nicholas Jerome Alden,25.0,Gunfire
"James Gering Brooks, Sr.",60.0,Motorcycle crash
Darrell Cervandez Curley,48.0,Gunfire
Arnulfo Crispin,25.0,Gunfire
Daniel Patrick Stiles,46.0,Struck by vehicle
"Warren Basco ""Sneak"" Lewis, III",38.0,Gunfire
John Charles Mecklenburg,35.0,Vehicle pursuit
Isaac Joel Pizarro-Pizarro,30.0,Gunfire
Pavlos D. Pallas,34.0,Other
Jaime Jorge Zapata,32.0,Gunfire
"Frederick Freeman Guthrie, Jr.",46.0,Other
Shawn Steven Schneider,32.0,Gunfire
"Kenneth Gary Vann, Sr.",48.0,Gunfire
"William Henry Torbit, Jr.",33.0,Other
Luis E. Gomez-Crespo,24.0,Gunfire
Adam Greg Rosenthal,39.0,Automobile crash
Jay William Sheridan,27.0,Gunfire
Jayme Lee Biendl,34.0,Other
Andrew John Dominguez,39.0,Heart attack
Justin David Sollohub,27.0,Gunfire
Bryan Mitchell Hebert,36.0,Vehicular assault
Alick W. Herrmann,49.0,Other
Bradley Ryan Jones,26.0,Gunfire
Andrew Thomas Wall,36.0,Motorcycle crash
Larry James Nehasil,48.0,Gunfire
Clifton Leigh Taylor,31.0,Gunfire
Clifton P. Lewis,41.0,Gunfire
Jeffrey James Werda,43.0,Automobile crash
Hector R. Clark,39.0,Other
Eric Charles Fontes,45.0,Vehicular assault
"Capers Wannamaker, Jr.",60.0,Automobile crash
Kevin Paul Marceau,47.0,Struck by vehicle
Buddy Ray Herron,42.0,Other
"Fermin Sonny Archer, Jr.",48.0,Automobile crash
Tiffany Danielle Bishop,24.0,Other
Ryan Embert Stringer,26.0,Automobile crash
Trevor Parker Slot,41.0,Vehicular assault
David Spencer Moore,29.0,Gunfire
Aaron Daniel Peru,26.0,Automobile crash
Timothy Felton Warren,39.0,Gunfire
Roger Castillo,41.0,Gunfire
Paul Berches Stuckey,47.0,Other
"Tony Francis Koga, III",50.0,Automobile crash
"Jerry E. Hicks, Sr.",69.0,Automobile crash
Jonathan Richard Schmidt,30.0,Gunfire
"Ronald E. ""RJ"" Johnson",63.0,Other
Thomas Raymond Hayes,61.0,Gunfire
Shaft Sidney Hunter,39.0,Vehicle pursuit
Kevin Lee Aigner,38.0,Other
Emiliano R. Torres-Soto,32.0,Gunfire
Craig Allen Birkholz,28.0,Gunfire
"Kevin Patrick Dobson, Sr.",43.0,Struck by vehicle
David W. Riddlesperger,48.0,Heart attack
William T. Martin,76.0,Other
"Eduardo Rojas, Jr.",35.0,Other
Derek Kotecki,40.0,Gunfire
James Ryan McCandless,28.0,Gunfire
Eric Emiliano Zapata,35.0,Gunfire
"Robert Leo Britton, Jr.",54.0,Other
Mark Edward Toney,43.0,Automobile crash
Michael K. Erickson,48.0,Heart attack
Stephanie Ann Brown,27.0,Vehicular assault
J. Christopher Kilcullen,43.0,Gunfire
Brent Daniel Long,34.0,Gunfire
Jonathan V. Bastock,47.0,Other
Christopher Anthony Matlosz,27.0,Gunfire
"Charles Edward ""Chuck"" Armour",40.0,Vehicular assault
Richard Keith Bellar,27.0,Gunfire
