Name,Age,Cause
Daniel Cecil Clark,49.0,Other
David Ernest Enzbrenner,46.0,Gunfire
Patrick Alan Pyette,54.0,Struck by vehicle
Shandon Wright,29.0,Other
Karen E. Barnes,45.0,Other
"Charles Dennis Cole, Jr.",49.0,Other
Rogerio Rene Morales,27.0,Other
Robert Shane Wilson,27.0,Vehicular assault
Edward Scott Richardson,33.0,Gunfire
Steven Rickie Kenner,56.0,Gunfire
George Mon Cheng Wong,48.0,Other
Ralph Arthur Painter,55.0,Gunfire
Suzanne Michelle Hopper,40.0,Gunfire
"Elmer Basco ""Buddy"" Christian, III",34.0,Gunfire
Kevin Scott Will,37.0,Vehicular assault
Joseph Lawrence Szczerba,44.0,Other
Bryan Keith Sleeper,39.0,Heart attack
"Robert D. Negri, Jr.",56.0,Other
Michael J. Califano,44.0,Automobile crash
Jefferson Taylor,31.0,Other
Deriek W. Crouse,39.0,Gunfire
Michael Don Roberts,45.0,Automobile crash
Jermaine Anthony Gibson,28.0,Vehicle pursuit
Anthony Alan Giniewicz,58.0,Gunfire
"William Herman Dyer, III",39.0,Automobile crash
Jeffrey Alexander,26.0,Automobile crash
John Ray Kendall,64.0,Automobile crash
Paul Winston Nauden,46.0,Heart attack
Christopher Nickel,54.0,Other
"Charles Richard ""Chuck"" Nesbitt, Jr.",39.0,Automobile crash
Richard E. Williams,62.0,Gunfire
Alain K. Schaberger,42.0,Other
John Francis Capano,51.0,Other
Donald Joshua Newman,30.0,Automobile crash
Jeremy Nicholas Henwood,36.0,Gunfire
Francesco Luigi Celico,33.0,Heart attack
Timothy Scott Briggs,46.0,Heart attack
James Lowell Capoot,43.0,Gunfire
Gerard D. Senatore,46.0,Other
Eric John Stein,39.0,Gunfire
Jeffrey Lynn Settle,41.0,Automobile crash
William Ezra Stiltner,46.0,Gunfire
Harold John Smith,47.0,Other
Richard Lee Rhyne,58.0,Gunfire
Peter John Figoski,47.0,Gunfire
Barry Galfano,57.0,Other
"Morton ""Morty"" Ford",64.0,Other
John Brookman Perry,48.0,Gunfire
Daryl Ray Gordon,60.0,Other
Timothy Evan Lowry,56.0,Automobile crash
Gregory Guy Malloy,44.0,Gunfire
Kevin Alexis Sandoval,23.0,Heart attack
Craig Allan Orrell,50.0,Heart attack
Timothy Brian Schock,41.0,Other
"Mariano Rodríguez-Maldonado, Jr.",37.0,Automobile crash
Casimiro Maximino Pomales,52.0,Automobile crash
David Scott Crawford,46.0,Gunfire
James Timothy Chapin,51.0,Gunfire
Daniel Ryan Ackerman,31.0,Other
Sebastian Edward Diana,40.0,Other
Nicholas Keegan Armstrong,27.0,Gunfire
Terry Mae Lewis Flemming,36.0,Vehicle pursuit
Julie Ann Weir,39.0,Automobile crash
Ronnie Eugene Smith,49.0,Automobile crash
"Richard Joseph ""Rick"" Daly",55.0,Gunfire
Bryan Phillip Gross,29.0,Other
John M. Falcone,44.0,Gunfire
Debra Kay Collins,55.0,Automobile crash
"John Irwin ""Jay"" McDonough, II",52.0,Heart attack
"James Philip ""Stumpy"" Sticklen",58.0,Heart attack
"Roger Dale Rice, Jr.",29.0,Gunfire
John Wayne Haddock,50.0,Vehicular assault
"Joseph S. Wargo, Jr.",37.0,Vehicular assault
"Elieser ""Eli"" Colonroche",55.0,Other
Thomas Richard Adams,24.0,Automobile crash
Mark Luis Scianna,49.0,Automobile crash
Tina Emilia Rambo,35.0,Automobile crash
Robert Allen Lasso,31.0,Gunfire
Evan Donald Burns,28.0,Vehicular assault
Ellen E. Engelhardt,58.0,Vehicular assault
Thomas John Baitinger,48.0,Gunfire
"Michael Morgan, Jr.",32.0,Gunfire
John David Dryer,46.0,Gunfire
Cameron Neil Justus,41.0,Gunfire
Sherman Abrams,28.0,Heart attack
Patrick John O'Rourke,39.0,Gunfire
"Ricky Ray Issac, Jr.",24.0,Automobile crash
James Ray Dominguez,41.0,Struck by vehicle
"Bobby Gene Demuth, Jr.",42.0,Vehicular assault
Barbara Ann Dukes Ester,47.0,Other
Jeffrey Ramirez,25.0,Other
Peter James Kneeland,62.0,Vehicular assault
Denis Reid McLarney,49.0,Other
"Sandra Elizabeth ""Sandy"" Rogers",49.0,Gunfire
Jeremy Michael Triche,27.0,Gunfire
Kyle William Deatherage,32.0,Struck by vehicle
James S. Litz,52.0,Heart attack
Margaret A. Anderson,34.0,Gunfire
Michael John Walter,37.0,Gunfire
Bradley Michael Fox,34.0,Gunfire
Christopher M. Pupo,40.0,Other
Timothy A. Betts,51.0,Heart attack
Christopher Richard Parsons,31.0,Gunfire
"James G. Hoopes, III",40.0,Heart attack
Amanda Dorcas Anna,31.0,Automobile crash
William Robert Craig,68.0,Other
"Ronald G. Becker, Jr.",53.0,Other
Gail Denise Thomas,46.0,Vehicular assault
Richard G. Holland,59.0,Other
Charles Barton Licato,34.0,Automobile crash
Brandon Joseph Nielsen,34.0,Gunfire
Sean Louis Callahan,24.0,Gunfire
David Adam White,35.0,Gunfire
Abimael Castro-Berrocales,40.0,Gunfire
"Steven Caserlos Dion Green, Sr.",36.0,Other
"David William Wargo, Jr.",39.0,Vehicular assault
Robert W. Dooley,68.0,Gunfire
Edward Joseph Smith,44.0,Other
Christopher Allen Schaub,47.0,Motorcycle crash
Elgin Levarn Daniel,53.0,Vehicular assault
"Jeremiah Montgomery Goodson, Jr.",32.0,Gunfire
Michael Patrick Maloney,48.0,Gunfire
Chad Michael Morimoto,39.0,Motorcycle crash
Scott Jeffrey Ward,47.0,Gunfire
Dewayne Charles Hester,39.0,Automobile crash
Marshall Lee Bailey,42.0,Gunfire
Jeffery Matthew McCoy,32.0,Gunfire
Jimmie Deveril Norman,53.0,Gunfire
Joshua Stanley Williams,44.0,Vehicular assault
Jaime De Luna Padron,40.0,Gunfire
William Lee Wright,31.0,Other
Andrew David Fox,27.0,Struck by vehicle
Jared Daniel Francom,30.0,Gunfire
Andrew F. Faggio,46.0,Automobile crash
Nicholas J. Ivie,30.0,Other
Garret Collin Davis,28.0,Automobile crash
Michael Todd May,41.0,Vehicular assault
"Colvin Terrance Georges, Sr.",41.0,Gunfire
"Michael John ""Chip"" Chiapperini",43.0,Gunfire
Tony Vian Radulescu,44.0,Gunfire
Michael Ray Smith,44.0,Automobile crash
"William Ronald Mast, Jr.",23.0,Gunfire
Howard James Snider,51.0,Other
Harold J. Collins,92.0,Other
Robert Alan Potter,41.0,Heart attack
James Jeffery Davies,35.0,Other
Warren Wayte Watts,53.0,Heart attack
"Javier Arana, Jr.",32.0,Automobile crash
C. Anthony Rakes,31.0,Gunfire
Tracy A. Hardin,55.0,Heart attack
"Randall ""Shane"" Thomas",47.0,Other
Nikkii S. Bostic-Jones,38.0,Vehicular assault
Peter O. Rodriguez,37.0,Other
John F. Kristoffersen,50.0,Other
Randall L. Benoit,41.0,Automobile crash
William Hauley Coleman,50.0,Gunfire
"Thomas G. Moran, Jr.",53.0,Other
Keith DeCarlo Smith,59.0,Other
Brian J. Lorenzo,48.0,Vehicular assault
Ryan Tvelia,42.0,Motorcycle crash
Wilfredo Ramos-Nieves,45.0,Gunfire
Jason Edward Gresko,32.0,Automobile crash
"Robert Warren Crapse, Sr.",32.0,Automobile crash
Richard Joseph Halford,48.0,Other
James Ireland Thacker,53.0,Automobile crash
Chris Yung,35.0,Motorcycle crash
"Ruben Howard Thomas, III",24.0,Other
Iván Gustavo Román-Matos,34.0,Gunfire
Edrees Mukhtar,28.0,Automobile crash
Preston Boyd Parnell,46.0,Automobile crash
Matthew Robert Tyner,42.0,Vehicle pursuit
Kelley Chase,38.0,Other
"Moses Walker, Jr.",40.0,Gunfire
Jose Torres,53.0,Struck by vehicle
Britney Rachelle Meux,25.0,Vehicular assault
"Robert Lee Paris, Jr.",53.0,Gunfire
Justin Durwood Maples,35.0,Automobile crash
Celena Charise Hollis,32.0,Gunfire
Jonathan Keith Molina,29.0,Other
Herbert D. Proffitt,82.0,Gunfire
William Charles Coen,57.0,Automobile crash
Denny Van Lawrence,77.0,Gunfire
"Michael Allyn Paris, Sr.",52.0,Heart attack
Eric Michael Workman,26.0,Gunfire
Thomas Edward Decker,31.0,Gunfire
Mary Katherine Ricard,55.0,Other
David Scott Gogian,50.0,Gunfire
Joshua Shane Mitchell,26.0,Gunfire
Mark Allen Taulbee,43.0,Vehicle pursuit
Frank Dennis Mancini,72.0,Gunfire
Julio Daniel La Rosa,47.0,Heart attack
William Dewitt Talbert,64.0,Other
Molly Tyler White,41.0,Other
Blake T. Coble,47.0,Automobile crash
"Leopoldo Cavazos, Jr.",29.0,Automobile crash
Bruce Edwin St. Laurent,55.0,Motorcycle crash
Mitchell DeWayne Weeks,48.0,Heart attack
Kenyon Marc Youngstrom,37.0,Gunfire
Shawn Antonio Smiley,40.0,Other
Maxwell Robert Dorley,42.0,Automobile crash
Larry L. Stell,46.0,Other
Arthur Lopez,29.0,Gunfire
"Terrell Edwin Horne, III",34.0,Vehicular assault
Aaron Robert Beesley,34.0,Other
Paul Hernandez,67.0,Heart attack
Dennis Morales,50.0,Other
Garrett S. Danza,58.0,Other
Barbara Ann Pill,53.0,Gunfire
"Joseph Paul Olivieri, Jr.",43.0,Struck by vehicle
"Forrest Edward ""Dino"" Taylor",44.0,Automobile crash
Brian David Bachmann,41.0,Gunfire
Michael Christopher Walizer,36.0,Automobile crash
Jennifer Lynn Sebena,30.0,Gunfire
Francis Agustin Crespo-Mandry,55.0,Gunfire
Angel David Garcia,27.0,Struck by vehicle
Sergio Aleman,49.0,Automobile crash
Jeremy Stephen Bitner,39.0,Vehicular assault
Avery E. Freeman,49.0,Other
Victor Manuel Soto-Velez,37.0,Gunfire
William Kevin Snow,40.0,Heart attack
William G. Parker,58.0,Other
Martoiya Veontwanneice Woods Lang,32.0,Gunfire
Jeffrey Glenn Atherly,29.0,Gunfire
Leide William DeFusco,43.0,Other
Adrian Antonio Morris,23.0,Vehicle pursuit
Michael J. McHugh,49.0,Other
Christopher Wayne Reeves,40.0,Vehicle pursuit
Brian Edward Hayden,47.0,Automobile crash
Kevin E. Ambrose,55.0,Gunfire
David Richard Delaney,44.0,Other
Elizabeth Chase Butler,38.0,Gunfire
"Winston I. Martindale, Jr.",40.0,Other
Frederick Albert Riggenbach,52.0,Gunfire
Clinton H. Frazier,36.0,Vehicle pursuit
Daniel Rivera,32.0,Automobile crash
"Jonathan R. ""Russ"" Long",51.0,Vehicle pursuit
Brandon Elliot Kountz,26.0,Heart attack
Ivorie Gerhard Klusmann,31.0,Automobile crash
Sheryl A. Pierce,46.0,Other
Robert W. Baron,47.0,Struck by vehicle
Jamie Daniel Buenting,37.0,Gunfire
"Kevin ""Gale"" Stauffer, Jr.",38.0,Gunfire
Patrick E. Hill,37.0,Other
Joseph A. Cavitolo,51.0,Other
Steven Hom,43.0,Other
"Todd James Lobraico, Jr.",22.0,Gunfire
"Jorge Luis ""JL"" Garcia",51.0,Automobile crash
Joshua Phillip Lynaugh,30.0,Heart attack
Kevin Andrew Tonn,35.0,Gunfire
Tage Brandel Toll,40.0,Other
"Nathaniel Holland, Jr.",54.0,Other
"Daniel ""J.J."" Lomax",55.0,Other
Douglas Leon Hanna,44.0,Automobile crash
"Sean Michael O'Connell, Jr.",38.0,Motorcycle crash
James Terry Watson,42.0,Other
Tommy L. Merriweather,49.0,Other
Keith A. Crenshaw,52.0,Struck by vehicle
Van Perry,49.0,Heart attack
Michael Dale Stockwell,45.0,Automobile crash
"Loran Lee ""Butch"" Baker, Jr.",51.0,Gunfire
Anson Blake Tribby,25.0,Automobile crash
Patrick Divers,51.0,Heart attack
Randy J. Boykin,51.0,Struck by vehicle
Robert A. Bingaman,37.0,Automobile crash
Billy Ray Grimsley,59.0,Motorcycle crash
"Lance Allen ""Lou"" McLean",38.0,Gunfire
Timothy Eugene Causey,50.0,Other
Francis Thomas Pitone,55.0,Other
Jeremiah Alan MacKay,35.0,Gunfire
Osvaldo Albarati,39.0,Gunfire
Steven John Tursellino,45.0,Other
Bobby W. Branham,76.0,Gunfire
Steven K. Fleming,44.0,Other
Michael R. Henry,55.0,Other
Carmen M. Figueroa,55.0,Other
Robert A. Libke,41.0,Gunfire
Keith Lawrence,27.0,Gunfire
Cody Don Carpenter,42.0,Other
Sean Allen Collier,26.0,Gunfire
Larry Dale Candelari,49.0,Struck by vehicle
Kevin Wayne Denner,42.0,Vehicular assault
Traci L. Tack-Czajkowski,47.0,Other
Peggy L. Sylvester,50.0,Automobile crash
Jason L. Schneider,36.0,Gunfire
Robert Layden Hornsby,32.0,Gunfire
Joseph Michael Peters,24.0,Other
"Charles John Wassil, Jr.",52.0,Other
"Leonard Robert Luna, Jr.",42.0,Motorcycle crash
"Paul Kenyon Butterfield, II",43.0,Gunfire
Gilbert Cortez,46.0,Automobile crash
Thomas Lynn Clements,58.0,Gunfire
Cheryl D. Johnson,46.0,Other
"Joseph ""Shane"" Robbins",40.0,Automobile crash
Gary Morales,35.0,Gunfire
Steven George Netherland,54.0,Automobile crash
Thomas Keith Slay,53.0,Automobile crash
Robert T. Williams,49.0,Other
Rod Lee Bradway,41.0,Gunfire
Clay Douglas Crabb,42.0,Automobile crash
Adam J. Davis,36.0,Automobile crash
Timothy Allen Huffman,47.0,Automobile crash
Michael Wayne Slagle,52.0,Automobile crash
William Jason Sprague,30.0,Vehicular assault
Mayra Del Carmen Ramírez-Barreto,52.0,Automobile crash
"Robert Carey Deckard, Jr.",31.0,Gunfire
Christopher William Lorek,41.0,Other
James M. Burke,58.0,Other
Eliezer Colón-Claussells,35.0,Automobile crash
Cuauhtemoc Estrada,50.0,Gunfire
Louis J. Balsamo,70.0,Gunfire
"Edward A. Wehe, III",57.0,Heart attack
Eric Williams,34.0,Other
Thomas O. Madole,54.0,Gunfire
"Anthony Quinn Barfield, Sr.",47.0,Heart attack
Joel Lee Campora,32.0,Other
Richard H. Wentz,48.0,Other
Jeremy Wayne Meyst,31.0,Automobile crash
Stanley Lewis Klingenschmidt,57.0,Motorcycle crash
Michael L. Wilson,42.0,Gunfire
Rodney Renee Thomas,52.0,Vehicular assault
James Michael Sauter,28.0,Automobile crash
Frank Lema,70.0,Struck by vehicle
Travis Raymond Obendorf,28.0,Other
"Eric Tyrone Smith, Sr.",40.0,Gunfire
Bruce Daniel Jacob,35.0,Struck by vehicle
Chad Christian Key,42.0,Vehicular assault
Patricia A. Parete,48.0,Gunfire
William Michael McGary,26.0,Vehicular assault
Jeff G. Watson,41.0,Automobile crash
"Billy F. ""Bubba"" Kennedy",38.0,Gunfire
Jon Steven Coutchie,41.0,Motorcycle crash
William P. Keane,56.0,Heart attack
Darrell Jean Windhaus,71.0,Heart attack
Stephen Palmer Shaw,40.0,Other
Jeffrey Hugh Bryant,51.0,Automobile crash
Casey Joseph Kohlmeier,29.0,Vehicular assault
Jason Scott Ellis,33.0,Gunfire
Michael Clifton Baskett,54.0,Struck by vehicle
Michael Daniel Crain,34.0,Gunfire
Chad D. Shaw,47.0,Heart attack
Anthony DeJesus,44.0,Other
David E. Allford,37.0,Automobile crash
Craig L. Capolino,41.0,Other
Fredrich Adam Sowders,31.0,Gunfire
Benjamin John Voss,35.0,Heart attack
Hans Jacob Fifer,32.0,Heart attack
Joseph C. Antwine,23.0,Automobile crash
Daryl Michael Raetz,29.0,Struck by vehicle
David W. Cunniff,35.0,Automobile crash
Junius Alvin Walker,63.0,Gunfire
Larry D. Johnson,65.0,Heart attack
Derek Ray Johnson,32.0,Gunfire
Terry Wayne Johnson,48.0,Automobile crash
David Lee VanBuskirk,36.0,Other
Ronald L. Ray,61.0,Heart attack
Brian J. Feldt,47.0,Other
Steven L. Cioffi,40.0,Other
Rodney Wayne Jones,49.0,Other
Daniel Verle Davis,30.0,Other
Donald E. Bishop,32.0,Heart attack
Nicholas G. Finelli,60.0,Other
Eugene Crum,59.0,Gunfire
"William Jerome ""Jerry"" McCarthy, IV",60.0,Vehicle pursuit
Ross M. Riley,44.0,Other
Clinton Jeffrey Holtz,44.0,Heart attack
Robert A. Montanez,51.0,Other
"Donald J. O'Leary, Jr.",48.0,Other
Michael J. Seversen,51.0,Gunfire
Scott Thomas Patrick,47.0,Gunfire
Marc Uland Kelley,41.0,Heart attack
Dennis Oliver Simmonds,28.0,Other
John A. Russo,70.0,Other
Christopher Lynd Smith,47.0,Gunfire
"Eddie Joe Johnson, Jr.",45.0,Automobile crash
Bryan Marshall Berger,34.0,Heart attack
Kagan Dindar,37.0,Heart attack
Roberto Carlos Sanchez,32.0,Vehicular assault
David M. Baldwin,50.0,Motorcycle crash
Alyn Ronnie Beck,41.0,Gunfire
Mark Alan Hecker,53.0,Heart attack
James Bart Hart,50.0,Automobile crash
Christopher G. Skinner,42.0,Vehicular assault
"Keith Bernard Bradford, Sr.",55.0,Heart attack
Tyler Jacob Stewart,24.0,Gunfire
"Thomas A. Smith, Jr",42.0,Other
Igor Soldo,31.0,Gunfire
David Smith Payne,37.0,Vehicular assault
"Yevhen ""Eugene"" Kostiuchenko",41.0,Vehicular assault
Kent Eugene Newport,57.0,Heart attack
Alexander Edward Thalmann,22.0,Gunfire
Jessica Laura Hollis,35.0,Other
Da'Jhaun Gaitors,24.0,Automobile crash
John Edward Lawrence,43.0,Heart attack
Michael Anthony Pimentel,64.0,Gunfire
Robert Blajszczak,40.0,Heart attack
Joaquín Correa-Ortega,36.0,Gunfire
David Kedra,26.0,Other
"Javier Vega, Jr.",36.0,Gunfire
Angel Antonio Creagh,51.0,Other
Jamel Leon Clagett,30.0,Automobile crash
"Alejandro ""Alex"" Martinez",52.0,Automobile crash
"Percy Lee House, III",52.0,Automobile crash
Jeffrey Wayne Greene,54.0,Automobile crash
Mark Joseph Mikulski,50.0,Other
Patrick P. Murphy,51.0,Other
John J. Marshall,54.0,Other
Mark Aaron Mayo,24.0,Gunfire
Brian D. Beck,40.0,Vehicle pursuit
Frank Gregory Bordonaro,44.0,Heart attack
Geniel Amaro-Fantauzzi,35.0,Gunfire
James W. Monahan,68.0,Other
"Holmes Nathaniel Smith, Jr.",45.0,Automobile crash
"Ronald G. Peifer, Sr.",63.0,Other
Gregory Keith Hamill,43.0,Other
John Donald Herring,44.0,Heart attack
Robert Gordon German,31.0,Gunfire
Larry Jeane,68.0,Automobile crash
John Thomas Collum,56.0,Vehicular assault
"Charles Gilbert Gittens, Jr.",59.0,Other
Alexander Irving Giannini,25.0,Automobile crash
Brian Wayne Jones,35.0,Gunfire
Carolyn Ann Cross,64.0,Other
Richard Anthony Champion,36.0,Vehicle pursuit
Michael C. Williams,25.0,Automobile crash
Stephen P. Scalza,42.0,Other
Owen Masterton,42.0,Heart attack
"Jesse Valdez, III",32.0,Vehicular assault
Darrell James Perritt,42.0,Vehicle pursuit
Scott Martin Hewell,33.0,Automobile crash
Christopher Mark Goodell,32.0,Automobile crash
James John Albanese,50.0,Other
James Guida,57.0,Other
Mark Hayden Larson,50.0,Vehicular assault
Matthew Scott Chism,25.0,Gunfire
Michael Joe Naylor,46.0,Gunfire
Kristian Daniel Willhight,36.0,Vehicle pursuit
"Reinaldo Arocha, Jr.",46.0,Heart attack
"Ernest Jesus Montoya, Sr",54.0,Heart attack
Michael Alexander Petrina,25.0,Struck by vehicle
Terry B. Fisher,43.0,Heart attack
Stephen J. Arkell,48.0,Gunfire
Thomas K. Choi,62.0,Struck by vehicle
Noel Lee Hawk,52.0,Heart attack
Joseph John Matuskovic,43.0,Gunfire
Jordan Jeffrey Corder,28.0,Motorcycle crash
"Cleveland Drew Johnson, Jr.",57.0,Automobile crash
Michael Andrew Norris,24.0,Gunfire
Kevin Dorian Jordan,43.0,Gunfire
Shaun M. Mahoney,47.0,Other
Douglas Henry Mayville,63.0,Other
Dennis Eric Guerra,38.0,Other
Amanda Beth Baker,24.0,Other
Mark Lawler,50.0,Other
"James Ellis Foster, Jr.",39.0,Motorcycle crash
Luis G. Fernandez,44.0,Other
Mareli Alejandra Morales-Santiago,32.0,Automobile crash
Anthony Phillip Haase,24.0,Automobile crash
Wenjian Liu,32.0,Gunfire
Paul Aaron Buckles,57.0,Heart attack
Nicholas Choung Lee,40.0,Automobile crash
Shaun Richard Diamond,45.0,Gunfire
John Timothy Williamson,48.0,Heart attack
Steven LaCruz Thomas,26.0,Automobile crash
Lee Dixon,53.0,Gunfire
Charles David Dinwiddie,47.0,Gunfire
Edwin Omar Roman-Acevedo,36.0,Gunfire
James Patrick Morrissy,62.0,Automobile crash
Ronald A. Leisure,66.0,Heart attack
Christopher Strucker,49.0,Other
Juan Jaime Gonzalez,33.0,Automobile crash
Christopher Alan Cortijo,51.0,Vehicular assault
Frank Edward McKnight,69.0,Struck by vehicle
Chelsea Renee Richard,30.0,Struck by vehicle
Gabriel Lenox Rich,26.0,Gunfire
Ricky Paul Del Fiorentino,48.0,Gunfire
Anthony Maggiore,60.0,Other
Scott V. Stelmok,45.0,Other
Patrick Scott Johnson,45.0,Gunfire
Anthony Joseph Gorman,72.0,Gunfire
Jacob Daniel Calvin,31.0,Automobile crash
Timothy Douglas Mitchell,39.0,Other
Jeffrey Brady Westerfield,47.0,Gunfire
Brian Mitchio Law,34.0,Automobile crash
"Carlos Papillion, Jr.",46.0,Heart attack
Jonathan Scott Pine,34.0,Gunfire
"Allen Ray ""Pete"" Richardson",50.0,Vehicular assault
Chad Alan Charles,42.0,Heart attack
Rafael L. Ramos,40.0,Gunfire
Eddie Maurice Hamer,36.0,Automobile crash
Tyler Ryan Robledo,34.0,Automobile crash
William Heath Kelley,46.0,Automobile crash
Charles David Howley,51.0,Other
Joseph James Dunn,33.0,Vehicular assault
Perry T. Villani,51.0,Other
Stephen John Petruzzello,22.0,Struck by vehicle
Jair Abelardo Cabrera,37.0,Gunfire
Perry Wayne Renn,51.0,Gunfire
Aslyn A. Beckles,56.0,Other
Jeffrey Wayne Garrett,47.0,Heart attack
"Michael David Davis, Jr.",42.0,Gunfire
"Allan Foss ""Aldo"" Ray",57.0,Other
John Robert Street,24.0,Automobile crash
Grant William Whitaker,25.0,Vehicle pursuit
Peter Martino,45.0,Other
Cory Blake Wride,44.0,Gunfire
John Thomas Hobbs,43.0,Gunfire
Jason Marc Crisp,38.0,Gunfire
"Bryon Keith Dickson, II",38.0,Gunfire
Gregory Todd Maloney,44.0,Motorcycle crash
Daryl R. Pierson,32.0,Gunfire
"Allen Morris Bares, Jr.",51.0,Gunfire
"Derek Andrew ""Chip"" Hansen",43.0,Other
Justin Robert Winebrenner,32.0,Gunfire
"David Wayne Smith, Jr.",43.0,Gunfire
Ernest T. Franklin,58.0,Automobile crash
Robert W. Kaminski,57.0,Other
Carlos A. Rivera-Vega,32.0,Gunfire
"Charles Roger Kondek, Jr",45.0,Gunfire
Paul Michael Ferrara,44.0,Other
Melvin Vincent Santiago,23.0,Gunfire
Nickolaus Edward Schultz,24.0,Gunfire
Danny Paul Oliver,47.0,Gunfire
"David T. ""Bubba"" Johnson",52.0,Automobile crash
Jason Eugene Harwood,40.0,Gunfire
Korby Lee Kennedy,44.0,Motorcycle crash
Rick Lee Silva,60.0,Other
"Dwight Bernard Blackman, Jr.",35.0,Motorcycle crash
Steven Joseph Bonano,53.0,Other
Paul Michael Carlisle,70.0,Gunfire
Diane DiGiacomo,52.0,Other
Trey Brenon Pritchard,46.0,Gunfire
David Lee Colley,24.0,Automobile crash
Alexander Figueroa,60.0,Other
Donald Scott Conniff,50.0,Vehicular assault
Darryl Deon Wallace,26.0,Automobile crash
James Bryan McCrystal,47.0,Vehicular assault
Darren H. Goforth,47.0,Gunfire
Carlos Diamond Francies,30.0,Other
Eric Allen Lyons,38.0,Heart attack
"Reginald Umpthery, Sr.",54.0,Other
Benjamin Joseph Deen,34.0,Gunfire
Dwight Darwin Maness,47.0,Gunfire
"Donald R. Fredenburg, Jr.",23.0,Heart attack
Louis R. Pioli,71.0,Other
Marci Simms,51.0,Other
Bryce Edward Hanes,40.0,Vehicular assault
Gil C. Datan,43.0,Other
Daniel Neil Ellis,33.0,Gunfire
Richard Glenn Woods,48.0,Heart attack
Rosemary Vela,24.0,Automobile crash
William Karl Keesee,49.0,Automobile crash
Joseph Cameron Ponder,31.0,Gunfire
Nathan-Michael William Smith,27.0,Automobile crash
Adrian Arellano,39.0,Motorcycle crash
"Gregg Anthony ""Nigel"" Benner",49.0,Gunfire
Eli M. McCarson,30.0,Automobile crash
Gregory King Moore,43.0,Gunfire
Timothy A. Davison,47.0,Other
Thomas Joseph LaValley,29.0,Gunfire
"Nathan John Van Oort, Sr.",53.0,Other
Kyle David Young,28.0,Other
Leroy Dixon,71.0,Other
John Ballard Gorman,45.0,Other
Robert James Bowling,50.0,Automobile crash
"James Arthur Bennett, Jr.",45.0,Gunfire
Wesley J. Yoo,46.0,Other
Stacy Lynn Case,37.0,Automobile crash
Clifford Scott Travis,55.0,Heart attack
Edmund P. Murray,50.0,Other
"Siegfred D. R. ""Dove"" Mortera",49.0,Heart attack
Daryle S. Holloway,46.0,Gunfire
Justin Levi Rouse,31.0,Motorcycle crash
Roy D. McLaughlin,38.0,Other
Trevor John Casper,21.0,Gunfire
Taylor Joseph Thyfault,21.0,Vehicular assault
Touré Nkrumah Heywood,41.0,Vehicular assault
